City,Hotel Name,Hotel Address,Average Rating,Number of Reviews,Cost of Stay,Provider
Alicante,El Plantio Golf Resort,"Ctra Antigua Alicante, Elche Km3 (a-79), 03114 Alicante, Valencia",8.3,2995,246,Expedia
Alicante,NH Alicante,"Calle Mexico, 18, 03008 Alicante, Valencia",8.3,1146,199,Booking.com
Alicante,"New apartment in San Juan Playa, Alicante",Playa de San Juan,9.3,79,268,Booking.com
Alicante,Hotel Almirante,"Avenida Niza, 38, 03540 Alicante, Valencia",8.5,2635,220,Expedia
Alicante,ibis budget Alicante,"Calle Belgica 3, 03008 Alicante, Valencia",7.3,4180,118,Expedia
Alicante,loft apartamento Sevilla 16,Carolinas Bajas,9.4,56,227,Booking.com
Alicante,S30 Reina Victoria,"Calle San Vicente 30, 03004 Alicante, Valencia",9.1,1057,377,Expedia
Alicante,Occidental Alicante,"Carrer De Tomas Lopez Torregrosa, 11, Alicante, Valencia",8.4,1636,207,Booking.com
Alicante,Pinzon Studios & Penthouse,Centro,9.5,411,309,Booking.com
Alicante,Eurostars Lucentum,"Alfonso X El Sabio, 11, 03002 Alicante, Valencia",8.5,3540,226,travelup
Alicante,Hotel Spa Porta Maris by Melia,"Plaza Puerta Del Mar, 3, 03002 Alicante, Valencia",8.5,4457,363,travelup
Alicante,Alicante Skylights Apartments,Ensanche Diputación,8.4,112,287,Booking.com
Alicante,Old Town Alicante,"15 Calle Pintor Cabrera, 03003 Alicante, Valencia",8.1,639,118,Expedia
Florida,Travelodge by Wyndham Florida City/Homestead/Everglades,"409 Southeast 1st Avenue, Florida City, FL 33034",8.5,1916,456,Expedia
Florida,Fairway Inn Florida City Homestead Everglades,"100 Southeast 1st Avenue, Florida City, FL 33034",8.4,5211,377,Expedia
Florida,Best Western Gateway to The Keys,"411 South Krome Avenue, Florida City, FL 33034-4913",8.1,2077,627,Expedia
Florida,Just Listed! New 4br/4ba Stylish House By Mia Zoo!,,2.0,1,1158,Booking.com
Florida,"Home2 Suites by Hilton Florida City, FL","77 NE 3rd Street, Florida City, FL 33034",7.8,168,558,Home2 Suites by Hilton
Florida,Fairfield Inn & Suites Homestead Florida City,"60 Southwest 352nd Street, Florida City, FL 33034",8.5,97,664,Expedia
Florida,Tru by Hilton Florida City,"217 North Krome Avenue, Florida City, FL 33034",8.3,211,562,Booking.com
Florida,Days Inn by Wyndham Florida City,"124 East Palm Drive, Florida City, FL 33305",6.1,537,406,Expedia
Florida,Baymont by Wyndham Florida City,"553 Northeast 1st Avenue, Florida City, FL 33034-3520",6.6,578,402,Expedia
Florida,Holiday Inn Express & Suites Florida City-Gateway To Keys,"35200 South Dixie Highway, Florida City, FL 33034",7.3,370,531,Expedia
Florida,Econo Lodge Inn & Suites,"1223 NE First Avenue, Florida City, FL 33034",5.5,100,291,Booking.com
Florida,Budget Host Inn,"815 North Krome Avenue, Florida City, FL 33034",5.0,369,413,Expedia
Florida,"Super 8 by Wyndham, Florida City/Homestead/Everglades","1202 North Krome Avenue, Florida City, FL 33034-2428",7.5,1491,372,travelup
Florida,Quality Inn Florida City-Florida Keys Area,"333 Southeast 1st Avenue, Florida City, FL 33034",7.8,713,423,travelup
Dalaman,Otantik Tas Ev,"Güzelyurt Mahallesi Kemalsahin Bulvari, no 353, Dalaman 48600",,,108,Expedia
Dalaman,Alibaba Airport Hotel,"Karacali Mahallesi Kanalbasi Sokak, No:25/1, Dalaman 48770",8.5,12,118,Expedia
Dalaman,Dalaman Airport Lykia Thermal & Spa Hotel,"Havaalani Yolu 3. km Kenan Evren, Dalaman 48770",7.2,411,118,lastminute.com
Dalaman,Dalaman Villa Karya,,9.0,3,579,Booking.com
Dalaman,Thermemaris Thermal & Spa Resort,"Incebel Mevkii, Dalaman 48770",,,200,lastminute.com
Dalaman,Hotel Sevgi 2,"Sarigerme, No. 248, Sarigerme 48100",,,121,Expedia
Dalaman,AliBaba Villa Near Airport and Beach,,7.5,15,139,Booking.com
Dalaman,Dalyan Live Spa Hotel,"Dalyan Mah., Maras Cd. No:26, Ortaca 48600",8.9,83,218,Expedia
Dalaman,Hotel Dalyance,"Gülpinar Cd., Ortaca 48600",9.4,2,204,Expedia
Dalaman,Dalaman Airport Daltur Aparts,,9.0,16,128,Booking.com
Dalaman,Vespera hotel,"Tufan Caddesi No:4, Ortaca 48600",,,181,Booking.com
Dalaman,Zigo's Hotel - Special Class,"Guzelyurt Mahallesi, 1753 Sokak No:14, Ortaca 48600",9.4,30,407,Booking.com
Dalaman,Dalaman Airport Guesthouse,,9.6,267,111,Expedia
Dalaman,Ozalp Han Hotel,"Terzialiler, Ataturk Blv. No:151, Ortaca 48600",,,97,Expedia
Dalaman,Dalaman Airport Alibaba Place,,8.5,45,150,Booking.com
Dalaman,Isil Suite,"Mah. 207 Sk., B-14, Zemin No. 3, Ortaca 48840",8.9,38,97,Booking.com
Dalaman,Hotel Caktug,"Merkez Mah. Ataturk Cad. No 37, Dalaman 48770",,,151,Expedia
Dalaman,"Villa Kiara 6km to Airport,5 minutes to the center by walk",,,,104,Booking.com
Dalaman,Sirman Suite Boutique Hotel,"Psilis Mevkii No:364, Sarigerme 88600",,,154,Expedia
Tenerife,Hotel Aeropuerto Sur,"Calle Benchijigua, 4, San Isidro, 38611 Granadilla, Tenerife",5.5,11,163,Expedia
Tenerife,Grand Muthu Golf Plaza Hotel & Spa,"Urbanizacion Golf Del Sur, 38620 San Miguel De Abona, Tenerife",7.3,832,284,Expedia
Tenerife,Bahia Principe Fantasia Tenerife,"Avenida JM Galván Bello, 38639 San Miguel De Abona, Tenerife",8.9,1306,807,Expedia
Tenerife,Apartamento Lucia,,8.8,16,299,Booking.com
Tenerife,Santa Barbara Golf and Ocean Club by Diamond Resorts,"Avd. Del Atlantico, 38620 Los Abrigos, Tenerife",8.5,4369,294,FINDHOTEL
Tenerife,Muthu Royal Park Albatros,"Avenida Galvan Bello, 38620 San Miguel De Abona, Tenerife",7.7,2212,223,Booking.com
Tenerife,Marody House Vacacional,,9.4,50,206,Booking.com
Tenerife,Vincci Tenerife Golf,"Urbanizacion Golf Del Sur. Carretera de Los Abrigos, 38639 Los Abrigos, Tenerife",7.8,1318,288,loveholidays
Tenerife,Select Sunningdale,"Golf Del Sur, 38639 San Miguel De Abona, Tenerife",8.9,343,330,Expedia
Tenerife,Apartament Sotavento,,9.3,59,285,Booking.com
Tenerife,Hotel Médano,"Calle Picacho 2, 38612 El Médano, Tenerife",7.7,741,347,Expedia
Tenerife,Riva Guest House Los Abrigos,"Calle el Cabo Nr 2, 38618 Los Abrigos, Tenerife",7.1,347,123,Expedia
Tenerife,Apartment Sunny Tejita,,,,344,Booking.com
Tenerife,Hotel Playa Sur Tenerife,"Gaviota,36, 38612 El Médano, Tenerife",7.6,851,376,Booking.com
Tenerife,Casa Giuliana,"calle los muros 14,charco del pino,granadilla, 38595 Charco del Pino, Tenerife",8.8,342,201,Booking.com
Tenerife,Eco Holidays Cave House Justine,,9.2,4,277,Booking.com
Tenerife,Wyndham Residences Tenerife Golf del Sur,"Golf Del Sur, 38639 San Miguel De Abona, Tenerife",,,330,Hotels.com
Tenerife,Hotel Rural 4 Esquinas,"La Iglesia, 11, 38620 San Miguel De Abona, Tenerife",8.3,243,335,Expedia
Tenerife,Divino en playa acepto animales. Movilidad reduci,,,,396,Booking.com
Tenerife,Terrazas del Sur,"Calle La Moncloa 16, 38618 Los Abrigos, Tenerife",6.9,469,168,Booking.com
Malaga,Vincci Seleccion Posada del Patio,"Pasillo Santa Isabel No. 7, 29005 Málaga, Andalusia",8.9,3302,512,Expedia
Malaga,Only You Hotel Málaga,"Alameda Principal, 1, 29001 Málaga, Andalusia",9.0,429,632,Expedia
Malaga,Hotel Plaza Del Castillo,"Calle De Fedra (Calle Albania 3-5), 29196 Málaga, Andalusia",8.3,2960,230,Expedia
Malaga,Tandem Soho Suites,Centro,9.1,2427,303,Tandem Soho Suites
Malaga,NH Málaga,"Calle San Jacinto, 2, 29007 Málaga, Andalusia",8.4,2274,267,Expedia
Malaga,Soho Boutique Colón,"Alameda de Colón, 5, 29001 Málaga, Andalusia",8.7,2159,359,Booking.com
Malaga,Apartamento El Carmen,Centro,9.5,49,310,Booking.com
Malaga,Hotel Guadalmedina,"Pasillo Del Matadero, 16, 29001 Málaga, Andalusia",8.5,2704,310,Expedia
Malaga,Hilton Garden Inn Malaga,"Avenida Velazquez 126, 29004 Málaga, Andalusia",8.3,1365,284,Expedia
Malaga,The White Rock Private access to the beach,,8.9,16,300,Booking.com
Malaga,Gran Hotel Miramar Gl,"Paseo Reding, 22, 29016 Málaga, Andalusia",9.2,2612,676,Expedia
Malaga,Ilunion Malaga,"Paseo Marítimo Antonio Machado, 10, 29002 Málaga, Andalusia",8.5,6272,325,Booking.com
Malaga,Garden & Blue Suites Malaga Center,Centro,8.5,30,236,Booking.com
Malaga,AC Hotel Málaga Palacio by Marriott,"Cortina Del Muelle 1, 29015 Málaga, Andalusia",8.8,2482,358,Expedia
Malaga,Hotel Apartamentos Bajondillo,"Paseo Maritimo, 29620 Torremolinos, Andalusia",8.6,9854,185,Expedia
Malaga,Eurostars Malaga,"Heroe De Sostoa 17, 29002 Málaga, Andalusia",8.5,2579,362,Eurostars Malaga
Malaga,Room Mate Valeria,"Plaza Del Poeta Alfonso Canales, 5, 29001 Málaga, Andalusia",9.1,2324,444,Expedia
Malaga,Malaga Holidays City Center,Centro,8.2,198,242,Booking.com
Malaga,Salles Hotel Malaga Centro,"Marmoles 6, 29007 Málaga, Andalusia",8.5,2650,328,Booking.com
Amsterdam,NH Collection Amsterdam Grand Hotel Krasnapolsky,"Dam 9, 1012 JS Amsterdam, North Holland",8.8,6148,725,Expedia
Amsterdam,Pestana Amsterdam Riverside,"Amsteldijk 67, 1074 HZ Amsterdam, North Holland",8.6,3320,633,Expedia
Amsterdam,The Student Hotel Amsterdam City,"Wibautstraat 129, 1091 GL Amsterdam, North Holland",8.7,4533,380,Expedia
Amsterdam,Yays Amsterdam Salthouse Canal,Westerpark,8.6,827,525,Expedia
Amsterdam,Apollofirst Boutique Hotel,"Apollolaan, 123-127, 1077 AP Amsterdam, North Holland",8.7,776,309,Expedia
Amsterdam,NH Collection Amsterdam Doelen,"Nieuwe Doelenstraat 26, 1012 CP Amsterdam, North Holland",8.8,1290,618,Expedia
Amsterdam,Amsterdam Oosterpark By Yays,Amsterdam-Oost,7.6,185,412,Expedia
Amsterdam,NH Collection Amsterdam Barbizon Palace,"Prins Hendrikkade 59-72, 1012 AD Amsterdam, North Holland",8.5,4197,624,Expedia
Amsterdam,citizenM Hotel Amsterdam South,"Prinses Irenestraat 30, 1077 Amsterdam, North Holland",8.8,3377,305,Expedia
Amsterdam,"Very Nice Cottage In Durgerdam, With Private Garden, Free Parking, Pets Allowed",Amsterdam-Noord,9.4,36,585,Booking.com
Amsterdam,Courtyard Amsterdam Arena Atlas,"Hoogoorddreef 1, 1101 BA Amsterdam, North Holland",8.3,1330,249,Expedia
Amsterdam,Conscious Hotel Westerpark,"Haarlemmerweg 10, 1014 BE Amsterdam, North Holland",8.7,3549,339,Expedia
Amsterdam,Short Stay Group Amsterdam Harbour Serviced Apartments,Amsterdam-Centrum,7.6,641,466,Expedia
Amsterdam,Hilton Amsterdam,"Apollolaan 138, 1077 BG Amsterdam, North Holland",8.3,745,645,Expedia
Amsterdam,NH Collection Amsterdam Flower Market,"Vijzelstraat 4, 1017 HK Amsterdam, North Holland",8.6,4387,563,Expedia
Amsterdam,Willem de Zwijgerlaan Luxury Ark,Bos en Lommer,9.9,21,697,Booking.com
Amsterdam,Hotel Breeze Amsterdam,"1074 Bert Haanstrakade, 1087 HM Amsterdam, North Holland",8.3,2080,304,Expedia
Amsterdam,Hotel Okura Amsterdam,"Ferdinand Bolstraat 333, 1072 LH Amsterdam, North Holland",8.8,1252,690,Expedia
Amsterdam,Central & Quiet Canal Apartment,Amsterdam-Centrum,9.6,35,670,Booking.com
Amsterdam,Xo Hotels Couture,"Delflandlaan 15, 1062 EA Amsterdam, North Holland",8.7,5706,248,Booking.com
Dublin,"Radisson Blu St. Helen's Hotel, Dublin","Stillorgan Road, Dublin 4",8.1,2656,494,Expedia
Dublin,Marlin Hotel Stephens Green,"11 Bow Lane East, Dublin D02 YP63",8.9,4576,411,Expedia
Dublin,Dylan Hotel,"Eastmoreland Place, Dublin 4, Ireland, Dublin 0",8.4,285,647,Preferred Hotels & Resorts
Dublin,Sweet Inn - Spacious Grand Canal,Ballsbridge,8.2,79,567,Booking.com
Dublin,Conrad Dublin,"Earlsfort Terrace, Dublin",8.8,805,728,Expedia
Dublin,Maldron Hotel Kevin Street,"Kevin Street Upper, Dublin 8, Dublin",8.5,5038,417,Expedia
Dublin,St Stephen's Green District Apartments 2,Temple Bar - St. Stephen's Green,8.3,6,510,Expedia
Dublin,The Marker Hotel - A Leading Hotel Of The World,"Grand Canal Square, Docklands,2, Dublin D02 CK38",9.2,1803,957,Expedia
Dublin,The Westin Dublin,"at College Green, Westmoreland Street, Dublin D02 HR67",8.8,322,1052,Expedia
Dublin,"Premier Suites Dublin, Sandyford",Carrickmines - Sandyford,8.8,198,704,Expedia
Dublin,Butlers Townhouse,"44 Lansdowne Road, Dublin",8.1,637,344,Expedia
Dublin,Clayton Hotel Burlington Road,"Burlington Road, Upper Leeson Street, Dublin 4, Dublin",8.5,4667,385,Expedia
Dublin,"Premier Suites Plus Dublin, Leeson Street",Temple Bar - St. Stephen's Green,9.0,269,553,Expedia
Dublin,"Keavan's Port Hotel , Dublin","Dublin 1-5 Camden Street Upper and 49-51 Camden Street Lower, Dublin",8.2,579,553,Booking.com
Dublin,"Intercontinental Dublin, An Ihg Hotel","Simmonscourt Road, Dublin",8.8,461,839,Expedia
Dublin,"Premier Suites Plus Dublin, Ballsbridge",Ballsbridge,8.9,413,493,Expedia
Dublin,Clayton Hotel Dublin Airport,"Stockhole Lane, Dublin",8.5,10875,242,Booking.com
Dublin,The Croke Park Hotel,"Jones Road Dublin 3, Dublin Dublin 3",9.0,1716,365,Expedia
Dublin,Staycity Hotel Apartments Christchurch,"The Liberties, Inchicore and Phoenix Park",8.3,1181,427,Expedia
Dublin,Mespil Hotel,"50-60 Mespil Road, Dublin 4",9.0,2432,484,Expedia
Benidorm,Port Benidorm,"Estocolmo, 4, 03503 Benidorm, Valencia",8.2,5151,249,Expedia
Benidorm,Hotel Helios Benidorm,"Avenida Filipinas, 12, 03503 Benidorm, Valencia",9.1,4440,216,Expedia
Benidorm,Hotel Presidente,"Avda. Filipinas, 10, 03503 Benidorm, Valencia",9.1,1489,253,Expedia
Benidorm,Gemelos 22,,8.8,16,177,Booking.com
Benidorm,Hotel La Estacion,"Passeig Dels Tolls, 03502 Benidorm, Valencia",7.9,4352,176,Expedia
Benidorm,Los Alamos,"calle gerona 7, 03501 Benidorm, Valencia",8.0,1009,276,Expedia
Benidorm,Apartamentos Nicaragua,,8.9,130,273,Booking.com
Benidorm,Hotel Melina,"Plaza de Espana, 2, 03501 Benidorm, Valencia",8.1,2221,170,Expedia
Benidorm,Hotel RH Royal - Adults Only,"Via Emilio Ortuno 11, 03501 Benidorm, Valencia",8.6,262,260,Expedia
Benidorm,Torre Gerona,Levante,8.3,225,114,Booking.com
Benidorm,Hotel Boutique Villa Venecia,"Plaza San Jaime, 1, 03500 Benidorm, Valencia",9.2,436,698,Expedia
Benidorm,Hotel RH Corona del Mar,"Avenida Jaime I, 3, 03502 Benidorm, Valencia",8.7,830,289,Expedia
Benidorm,Luxury apartment on the 40th floor with amazing views,,9.6,38,268,Booking.com
Benidorm,Don Pancho,"Avenida Del Mediterráneo, 39, 03503 Benidorm, Valencia",9.2,1344,313,Booking.com
Benidorm,Barcelo La Nucia Palms,"Partida Buena Vista 2, 03530 la Nucia, Valencia",8.6,821,392,Expedia
Benidorm,Apartamentos Flats Friends Atlantida,Poniente,8.3,1655,159,Expedia
Benidorm,Hotel RH Victoria,"Avenida de Emilio Ortuno, 20, 03501 Benidorm, Valencia",8.6,521,256,Expedia
Benidorm,The Level At Melia Villaitana,"Avda. Alcalde Eduardo Zaplana, 7, 03502 Benidorm, Valencia",8.2,199,598,Expedia
Benidorm,My Pretty Payma,Levante,8.7,429,210,Booking.com
Benidorm,Hotel Madeira Centro,"Calle Esperanto, 1, 03501 Benidorm, Valencia",8.1,1870,200,loveholidays
Los Angeles,The Westin Los Angeles Airport,"5400 West Century Boulevard, Los Angeles, CA 90045",8.1,2219,1739,Westin
Los Angeles,citizenM Los Angeles Downtown,"361 South Spring Street, Los Angeles, CA 90013",8.8,354,1791,Expedia
Los Angeles,Kimpton Everly Hotel,"1800 Argyle Avenue, Los Angeles, CA 90028",8.6,1130,2036,Expedia
Los Angeles,Prime location three bedroom beautiful villa,Beverly Grove,9.3,25,1414,Booking.com
Los Angeles,Mama Shelter Los Angeles,"6500 Selma Avenue, Los Angeles, CA 90028",8.5,359,2083,Expedia
Los Angeles,The Garland,"4222 Vineland Avenue, Los Angeles, CA 91602",8.8,1134,1962,Expedia
Los Angeles,"10min To Dtla + Hollywood, Silverlake + Echo Park",Central Los Angeles,8.6,5,1562,Booking.com
Los Angeles,Renaissance Los Angeles Airport Hotel,"9620 Airport Boulevard, Los Angeles, CA 90045",8.2,1626,1566,Renaissance
Los Angeles,The Godfrey Hotel Hollywood,"1400 Cahuenga Boulevard, Los Angeles, CA 90028",8.4,109,1890,Expedia
Los Angeles,Ginosi Metropolitan Apartel,Hollywood,6.7,15,517,Ginosi Metropolitan Apartel
Los Angeles,Silver Lake Pool & Inn,"4141 Santa Monica Boulevard, Los Angeles, CA 90026",8.9,142,2937,Expedia
Los Angeles,4 Hight Loft Marina de Lux,,10.0,3,1826,Booking.com
Los Angeles,Loews Hollywood Hotel,"1755 North Highland Avenue, Los Angeles, CA 90028",8.6,1986,2620,Booking.com
Los Angeles,Friendship Motor Inn,"1148 Crenshaw Boulevard, Los Angeles, CA 90019",8.4,1470,578,Hotels.com
Los Angeles,Oceana Los Angeles,Mid-City,7.3,95,410,Booking.com
Los Angeles,Modern Pool House at the Heart of LA,,9.5,2,1354,Booking.com
Los Angeles,The Shay,"8801 Washington Blvd, Los Angeles, CA 90232",9.5,8,3465,Hotels.com
Belfast,The Fitzwilliam Hotel Belfast,"1-3 Great Victoria Street, Belfast, BT3 7HR",9.1,3321,684,Preferred Hotels & Resorts
Belfast,The Flint,"48 Howard Street, Belfast, BT2 7GE",9.3,4188,475,Expedia
Belfast,Holiday Inn Belfast City Centre,"40 Hope Street, Belfast",8.6,4369,362,Expedia
Belfast,Central Belfast Apartments: Salisbury,Belfast City Centre,8.7,123,395,Expedia
Belfast,Clayton Hotel Belfast,"22-26 Ormeau Avenue, Belfast, BT2 8HS",8.1,3357,439,Expedia
Belfast,Maldron Hotel Belfast City,"20 Brunswick Street, Belfast, BT2 7GE",8.7,4738,432,Expedia
Belfast,Central Belfast Apartments: Alfred Street,Belfast City Centre,9.1,47,434,Hotels.com
Belfast,Lwr Ormeau Guest House,"144 Ormeau Road, Belfast, BT7 1LU",8.0,494,239,Booking.com
Belfast,Malmaison Belfast,"34-38 Victoria Street, Belfast, BT1 3GH",8.1,1730,512,Expedia
Belfast,Central Belfast Apartments: Eden,Belfast City Centre,8.8,93,436,Expedia
Belfast,Wellesley Guest Accommodation,"108 Wellesley Avenue, Belfast, BT9 6ND",8.6,260,152,Expedia
Belfast,Hilton Belfast,"4 Lanyon Place, Belfast, BT1 3LP",8.5,4139,576,Expedia
Belfast,Ebor Cosy Homli Parking Wifi Smart,Blackstaff,8.8,5,412,Expedia
Belfast,Crowne Plaza Belfast,"117 Milltown Road, Belfast, BT8 7XP",8.4,3387,463,Expedia
Belfast,Jurys Inn Belfast,"bt27ap Fisherwick Place,Great Victoria Street Belfast, Belfast, BT2 7AP",8.2,9838,329,FINDHOTEL
Belfast,Central Belfast Apartments: Victoria,Belfast City Centre,8.9,77,457,Expedia
Belfast,AC Hotel by Marriott Belfast,"Donegall Quay, Belfast Harbour, Belfast, BT1 3FE",8.6,2621,499,Expedia
Belfast,Europa Hotel,"Great Victoria Street, Belfast, BT2 7AP",8.6,2742,511,Booking.com
Belfast,Central Belfast Apartments Sandford,Ballymacarrett,9.4,46,457,Hotels.com
Belfast,Citi North,"41 Cliftonville Road, Belfast, BT14 6JN",8.9,823,340,Booking.com
Rome,Unicum Roma Suites,"via Vittorio Spinazzola 3, 00164 Rome",9.3,121,317,Expedia
Rome,Hotel Alpi,"84, Via Castelfidardo, 00185 Rome",8.9,1096,364,Expedia
Rome,Nice Rome Holiday,"7 Via Belisario, 00187 Rome",8.6,223,253,Expedia
Rome,Hisuiterome,Historical Center,9.1,231,536,Expedia
Rome,Hotel Diocleziano,"Via Gaeta 71, 00185 Rome",8.9,558,324,Expedia
Rome,Mercure Roma Corso Trieste,"Via Gradisca 29, 00198 Rome",,,288,Expedia
Rome,Vico Rooms And Terrace,Flaminio,9.1,298,265,Expedia
Rome,Gasometer Urban Suites,"Via Del Porto Fluviale, 35/37, 00146 Rome",9.3,542,261,Expedia
Rome,Palazzo Cardinal Cesi,"Via Conciliazione 51, 00193 Rome",8.8,167,573,Expedia
Rome,Bed And Best,Historical Center,9.3,133,254,Expedia
Rome,Guest Roma House,"Via Emilio Faà Di Bruno 15, 00195 Rome",9.5,199,275,Expedia
Rome,Rome Winners Home,"Via Appia Nuova 465, 00181 Rome",9.0,51,334,Expedia
